CommunicationId,CustomerId,PolicyId,CommunicationType,CommunicationDate,Summary
CHID-546,CID-081,PID-211,Email,2025-03-12,Customer wanted to know about discounts available for bundling policies.
CHID-547,CID-082,PID-212,Phone Call,2021-09-25,Customer wanted to know about discounts available for bundling policies.
CHID-548,CID-082,PID-213,Email,2023-07-21,Inquired about potential premium increases for the upcoming renewal.
CHID-549,CID-083,PID-214,Phone Call,2025-11-08,Request clarification on a recent claim status.
CHID-550,CID-083,PID-214,Phone Call,2025-11-12,Request for documents related to the policy was made.
CHID-551,CID-083,PID-214,Phone Call,2025-09-02,Inquired about potential premium increases for the upcoming renewal.
CHID-552,CID-083,PID-214,Phone Call,2025-10-31,Customer called to inquire about their most recent bill and payment due dates.
CHID-553,CID-083,PID-215,SMS,2022-01-21,Customer called to update their policy information and address changes.
CHID-554,CID-084,PID-216,Phone Call,2022-04-06,Request clarification on a recent claim status.
CHID-555,CID-084,PID-216,Phone Call,2022-04-21,Customer called to ask specific questions regarding coverage limits.
CHID-556,CID-084,PID-217,Phone Call,2023-06-01,Customer called to inquire about their most recent bill and payment due dates.
CHID-557,CID-084,PID-217,SMS,2023-02-13,Inquired about potential premium increases for the upcoming renewal.
CHID-558,CID-084,PID-217,Email,2023-10-07,Customer complained about a previous claim's handling.
CHID-559,CID-084,PID-217,SMS,2023-09-16,Request for documents related to the policy was made.
CHID-560,CID-084,PID-218,SMS,2021-10-26,Customer called to update their policy information and address changes.
CHID-561,CID-084,PID-219,Email,2024-03-16,Customer called to ask specific questions regarding coverage limits.
CHID-562,CID-084,PID-219,Phone Call,2023-12-07,Customer wanted to know about discounts available for bundling policies.
CHID-563,CID-084,PID-219,SMS,2023-11-16,Customer called to update their policy information and address changes.
CHID-564,CID-084,PID-219,SMS,2024-07-14,The customer wanted to know about discounts for upcoming policy renewal.
CHID-565,CID-085,PID-220,Email,2023-11-26,Request for documents related to the policy was made.
CHID-566,CID-085,PID-220,Email,2023-10-15,Inquired about potential premium increases for the upcoming renewal.
CHID-567,CID-085,PID-220,SMS,2023-12-07,Customer called to update their policy information and address changes.
CHID-568,CID-085,PID-220,Email,2023-09-05,Request for documents related to the policy was made.
CHID-569,CID-085,PID-221,SMS,2023-12-01,"Customer sought assistance for canceling their policy, asking about the process."
CHID-570,CID-085,PID-221,SMS,2024-09-10,Customer called to update their policy information and address changes.
CHID-571,CID-085,PID-221,SMS,2024-05-10,Customer wanted to know about discounts available for bundling policies.
CHID-572,CID-086,PID-222,Email,2024-05-07,Customer complained about a previous claim's handling.
CHID-573,CID-086,PID-222,Email,2024-05-21,Customer called to update their policy information and address changes.
CHID-574,CID-086,PID-222,SMS,2024-03-18,Request clarification on a recent claim status.
CHID-575,CID-086,PID-222,Email,2024-04-05,Request clarification on a recent claim status.
CHID-576,CID-086,PID-223,Email,2020-10-05,Request clarification on a recent claim status.
CHID-577,CID-086,PID-223,Phone Call,2021-05-20,Customer wanted to know about discounts available for bundling policies.
CHID-578,CID-087,PID-224,Email,2024-12-13,"Customer sought assistance for canceling their policy, asking about the process."
CHID-579,CID-087,PID-224,SMS,2025-07-20,Inquired about potential premium increases for the upcoming renewal.
CHID-580,CID-087,PID-224,Phone Call,2025-06-24,The customer wanted to know about discounts for upcoming policy renewal.
CHID-581,CID-087,PID-224,Phone Call,2025-05-25,Customer called to inquire about their most recent bill and payment due dates.
CHID-582,CID-088,PID-225,SMS,2023-12-30,The customer wanted to know about discounts for upcoming policy renewal.
CHID-583,CID-088,PID-225,SMS,2024-01-11,Inquired about potential premium increases for the upcoming renewal.
CHID-584,CID-088,PID-225,Phone Call,2024-01-07,Inquired about potential premium increases for the upcoming renewal.
CHID-585,CID-088,PID-225,Email,2023-05-23,Customer called to inquire about their most recent bill and payment due dates.
CHID-586,CID-089,PID-226,SMS,2023-04-25,Customer called to ask specific questions regarding coverage limits.
CHID-587,CID-089,PID-226,Email,2023-10-28,Customer called to inquire about their most recent bill and payment due dates.
CHID-588,CID-089,PID-226,Email,2023-11-12,Customer complained about a previous claim's handling.
CHID-589,CID-089,PID-227,SMS,2020-09-05,Customer called to ask specific questions regarding coverage limits.
CHID-590,CID-089,PID-228,Email,2023-09-01,Inquired about potential premium increases for the upcoming renewal.
CHID-591,CID-089,PID-228,Phone Call,2023-03-28,Inquired about potential premium increases for the upcoming renewal.
CHID-592,CID-089,PID-229,Email,2021-06-09,The customer wanted to know about discounts for upcoming policy renewal.
CHID-593,CID-089,PID-229,Email,2021-03-15,The customer wanted to know about discounts for upcoming policy renewal.
CHID-594,CID-089,PID-229,Phone Call,2021-07-17,Customer called to update their policy information and address changes.
CHID-595,CID-090,PID-230,Email,2021-07-17,Customer called to ask specific questions regarding coverage limits.
CHID-596,CID-090,PID-230,Phone Call,2021-11-26,Inquired about potential premium increases for the upcoming renewal.
CHID-597,CID-090,PID-231,Phone Call,2024-07-14,Customer called to ask specific questions regarding coverage limits.
CHID-598,CID-090,PID-231,Phone Call,2024-05-12,The customer wanted to know about discounts for upcoming policy renewal.
CHID-599,CID-090,PID-231,SMS,2024-07-02,"Customer sought assistance for canceling their policy, asking about the process."
CHID-600,CID-090,PID-231,Phone Call,2024-04-19,Customer wanted to know about discounts available for bundling policies.
CHID-601,CID-090,PID-232,SMS,2023-07-15,The customer wanted to know about discounts for upcoming policy renewal.
CHID-602,CID-090,PID-232,SMS,2023-05-04,Customer called to ask specific questions regarding coverage limits.
CHID-603,CID-090,PID-232,Phone Call,2023-03-17,Customer wanted to know about discounts available for bundling policies.
CHID-604,CID-090,PID-232,SMS,2022-12-27,Customer wanted to know about discounts available for bundling policies.
CHID-605,CID-091,PID-233,Phone Call,2024-12-09,Inquired about potential premium increases for the upcoming renewal.
CHID-606,CID-091,PID-233,Email,2024-11-15,Customer complained about a previous claim's handling.
CHID-607,CID-092,PID-234,SMS,2021-04-06,Request clarification on a recent claim status.
CHID-608,CID-092,PID-235,Email,2025-05-08,Customer complained about a previous claim's handling.
CHID-609,CID-092,PID-236,Email,2021-08-19,Customer complained about a previous claim's handling.
CHID-610,CID-093,PID-237,Phone Call,2023-12-14,Customer called to ask specific questions regarding coverage limits.
CHID-611,CID-094,PID-238,Email,2021-08-27,"Customer sought assistance for canceling their policy, asking about the process."
CHID-612,CID-094,PID-238,Phone Call,2021-04-01,Request for documents related to the policy was made.
CHID-613,CID-094,PID-238,Email,2021-04-12,Inquired about potential premium increases for the upcoming renewal.
CHID-614,CID-094,PID-238,SMS,2021-11-07,Inquired about potential premium increases for the upcoming renewal.
CHID-615,CID-094,PID-239,Phone Call,2020-12-13,Customer called to ask specific questions regarding coverage limits.
CHID-616,CID-094,PID-240,Phone Call,2025-07-01,Customer called to update their policy information and address changes.
CHID-617,CID-094,PID-241,Phone Call,2022-12-27,Customer called to ask specific questions regarding coverage limits.
CHID-618,CID-094,PID-241,SMS,2022-09-04,Customer complained about a previous claim's handling.
CHID-619,CID-094,PID-241,Phone Call,2022-08-14,Customer wanted to know about discounts available for bundling policies.
CHID-620,CID-095,PID-242,Phone Call,2023-12-13,Customer complained about a previous claim's handling.
CHID-621,CID-095,PID-243,Phone Call,2022-01-31,The customer wanted to know about discounts for upcoming policy renewal.
CHID-622,CID-095,PID-243,Email,2021-11-29,Request clarification on a recent claim status.
CHID-623,CID-096,PID-244,Phone Call,2020-07-10,Inquired about potential premium increases for the upcoming renewal.
CHID-624,CID-097,PID-245,Phone Call,2021-02-19,Customer complained about a previous claim's handling.
CHID-625,CID-097,PID-245,SMS,2021-04-06,Customer called to update their policy information and address changes.
CHID-626,CID-098,PID-246,Phone Call,2025-11-12,Customer called to update their policy information and address changes.
CHID-627,CID-099,PID-247,Phone Call,2024-03-11,Customer called to update their policy information and address changes.
CHID-628,CID-099,PID-247,Email,2024-08-26,Request clarification on a recent claim status.
CHID-629,CID-100,PID-248,Email,2022-04-03,"Customer sought assistance for canceling their policy, asking about the process."
CHID-630,CID-100,PID-248,SMS,2022-06-24,Customer called to inquire about their most recent bill and payment due dates.
CHID-631,CID-100,PID-248,Phone Call,2021-12-30,Customer complained about a previous claim's handling.
CHID-632,CID-100,PID-248,Phone Call,2021-10-18,Customer called to update their policy information and address changes.
CHID-633,CID-100,PID-249,SMS,2023-07-03,Customer called to update their policy information and address changes.
CHID-634,CID-100,PID-249,SMS,2023-06-12,Request for documents related to the policy was made.
CHID-635,CID-100,PID-249,SMS,2023-09-17,Customer called to ask specific questions regarding coverage limits.
CHID-636,CID-101,PID-250,Email,2020-04-26,Customer called to update their policy information and address changes.
CHID-637,CID-101,PID-250,Phone Call,2020-06-29,Inquired about potential premium increases for the upcoming renewal.
CHID-638,CID-101,PID-251,Phone Call,2022-03-25,Customer called to ask specific questions regarding coverage limits.
CHID-639,CID-101,PID-251,Email,2021-10-25,Customer wanted to know about discounts available for bundling policies.
CHID-640,CID-102,PID-252,Email,2022-02-15,Customer called to ask specific questions regarding coverage limits.
CHID-641,CID-102,PID-252,Phone Call,2023-01-13,Customer wanted to know about discounts available for bundling policies.
CHID-642,CID-103,PID-253,Email,2023-12-15,Customer wanted to know about discounts available for bundling policies.
CHID-643,CID-104,PID-254,Phone Call,2020-08-17,Request for documents related to the policy was made.
CHID-644,CID-104,PID-254,SMS,2020-05-17,Customer called to update their policy information and address changes.
CHID-645,CID-104,PID-254,Phone Call,2020-10-13,"Customer sought assistance for canceling their policy, asking about the process."
CHID-646,CID-104,PID-254,Email,2021-01-23,Request clarification on a recent claim status.
CHID-647,CID-104,PID-255,Email,2023-04-19,Customer called to inquire about their most recent bill and payment due dates.
CHID-648,CID-104,PID-255,SMS,2023-03-19,Customer complained about a previous claim's handling.
CHID-649,CID-104,PID-256,Phone Call,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-650,CID-104,PID-256,Phone Call,2025-04-29,The customer wanted to know about discounts for upcoming policy renewal.
CHID-651,CID-105,PID-257,SMS,2022-04-06,Customer wanted to know about discounts available for bundling policies.
CHID-652,CID-105,PID-257,Email,2023-02-05,Request for documents related to the policy was made.
CHID-653,CID-105,PID-257,Email,2023-02-18,Customer wanted to know about discounts available for bundling policies.
CHID-654,CID-105,PID-257,Email,2022-06-20,Request for documents related to the policy was made.
CHID-655,CID-105,PID-258,Phone Call,2025-02-26,Customer called to inquire about their most recent bill and payment due dates.
CHID-656,CID-105,PID-259,Email,2023-09-12,Request for documents related to the policy was made.
CHID-657,CID-105,PID-259,SMS,2023-03-22,The customer wanted to know about discounts for upcoming policy renewal.
CHID-658,CID-105,PID-259,Email,2023-05-09,Customer complained about a previous claim's handling.
CHID-659,CID-105,PID-259,Email,2023-03-30,Customer complained about a previous claim's handling.
CHID-660,CID-106,PID-260,Email,2020-06-24,"Customer sought assistance for canceling their policy, asking about the process."
CHID-661,CID-106,PID-260,Phone Call,2020-08-18,The customer wanted to know about discounts for upcoming policy renewal.
CHID-662,CID-106,PID-260,Phone Call,2020-07-09,Request clarification on a recent claim status.
CHID-663,CID-106,PID-260,SMS,2020-09-21,Customer complained about a previous claim's handling.
CHID-664,CID-106,PID-261,SMS,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-665,CID-106,PID-261,SMS,2025-11-12,Request for documents related to the policy was made.
CHID-666,CID-106,PID-261,Email,2025-10-31,Customer called to update their policy information and address changes.
CHID-667,CID-106,PID-261,Email,2025-11-12,Request clarification on a recent claim status.
CHID-668,CID-106,PID-262,SMS,2022-11-01,Request for documents related to the policy was made.
CHID-669,CID-106,PID-262,Phone Call,2022-04-24,Customer called to inquire about their most recent bill and payment due dates.
CHID-670,CID-107,PID-263,Phone Call,2023-02-14,Customer called to ask specific questions regarding coverage limits.
CHID-671,CID-107,PID-263,SMS,2023-07-16,Customer called to ask specific questions regarding coverage limits.
CHID-672,CID-107,PID-264,Phone Call,2021-09-08,"Customer sought assistance for canceling their policy, asking about the process."
CHID-673,CID-107,PID-265,SMS,2023-03-27,Customer wanted to know about discounts available for bundling policies.
CHID-674,CID-107,PID-265,Email,2022-12-09,Request for documents related to the policy was made.
CHID-675,CID-107,PID-266,SMS,2020-12-24,The customer wanted to know about discounts for upcoming policy renewal.
CHID-676,CID-107,PID-266,SMS,2021-02-06,The customer wanted to know about discounts for upcoming policy renewal.
CHID-677,CID-107,PID-266,Phone Call,2020-12-01,"Customer sought assistance for canceling their policy, asking about the process."
CHID-678,CID-107,PID-266,Email,2021-04-10,Customer wanted to know about discounts available for bundling policies.
CHID-679,CID-108,PID-267,SMS,2021-11-30,Customer called to update their policy information and address changes.
CHID-680,CID-108,PID-267,SMS,2021-10-29,Request clarification on a recent claim status.
CHID-681,CID-109,PID-268,SMS,2023-02-13,Customer complained about a previous claim's handling.
CHID-682,CID-110,PID-269,SMS,2024-03-13,Customer called to ask specific questions regarding coverage limits.
CHID-683,CID-110,PID-270,Email,2024-11-07,The customer wanted to know about discounts for upcoming policy renewal.
CHID-684,CID-110,PID-271,SMS,2025-05-12,Request for documents related to the policy was made.
CHID-685,CID-110,PID-271,SMS,2024-12-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-686,CID-110,PID-272,Phone Call,2020-12-12,Customer wanted to know about discounts available for bundling policies.
CHID-687,CID-110,PID-272,Email,2020-09-10,The customer wanted to know about discounts for upcoming policy renewal.
CHID-688,CID-110,PID-272,Phone Call,2020-11-30,Customer wanted to know about discounts available for bundling policies.
CHID-689,CID-111,PID-273,SMS,2024-12-24,Inquired about potential premium increases for the upcoming renewal.
CHID-690,CID-111,PID-273,Phone Call,2024-08-17,"Customer sought assistance for canceling their policy, asking about the process."
CHID-691,CID-112,PID-274,SMS,2022-12-10,Customer complained about a previous claim's handling.
CHID-692,CID-112,PID-274,Phone Call,2022-08-21,Request clarification on a recent claim status.
CHID-693,CID-112,PID-274,Phone Call,2022-07-13,Request clarification on a recent claim status.
CHID-694,CID-112,PID-275,SMS,2021-02-09,Inquired about potential premium increases for the upcoming renewal.
CHID-695,CID-112,PID-276,SMS,2021-12-30,Request for documents related to the policy was made.
CHID-696,CID-112,PID-277,Email,2021-03-18,Customer called to inquire about their most recent bill and payment due dates.
CHID-697,CID-112,PID-277,Phone Call,2021-05-10,Request clarification on a recent claim status.
CHID-698,CID-113,PID-278,Email,2025-08-31,Customer wanted to know about discounts available for bundling policies.
CHID-699,CID-113,PID-279,Phone Call,2024-10-15,"Customer sought assistance for canceling their policy, asking about the process."
CHID-700,CID-113,PID-280,Phone Call,2022-11-15,Customer wanted to know about discounts available for bundling policies.
CHID-701,CID-113,PID-280,Phone Call,2023-01-11,Customer wanted to know about discounts available for bundling policies.
CHID-702,CID-113,PID-280,Email,2022-11-16,Request for documents related to the policy was made.
CHID-703,CID-113,PID-280,Phone Call,2022-10-16,Customer called to inquire about their most recent bill and payment due dates.
CHID-704,CID-114,PID-281,Phone Call,2024-07-16,Customer wanted to know about discounts available for bundling policies.
CHID-705,CID-115,PID-282,Email,2025-03-11,"Customer sought assistance for canceling their policy, asking about the process."
CHID-706,CID-115,PID-282,Email,2024-09-21,The customer wanted to know about discounts for upcoming policy renewal.
CHID-707,CID-115,PID-283,Phone Call,2025-10-04,Customer called to update their policy information and address changes.
CHID-708,CID-115,PID-283,Phone Call,2025-11-12,The customer wanted to know about discounts for upcoming policy renewal.
CHID-709,CID-115,PID-283,Email,2025-06-27,Customer called to ask specific questions regarding coverage limits.
CHID-710,CID-115,PID-284,SMS,2021-10-02,The customer wanted to know about discounts for upcoming policy renewal.
CHID-711,CID-115,PID-284,Email,2022-03-09,Customer called to inquire about their most recent bill and payment due dates.
CHID-712,CID-115,PID-284,Email,2021-08-09,Request clarification on a recent claim status.
CHID-713,CID-115,PID-284,Email,2022-02-23,Request for documents related to the policy was made.
CHID-714,CID-115,PID-285,SMS,2024-07-23,Customer called to update their policy information and address changes.
CHID-715,CID-115,PID-285,Email,2024-12-27,Customer called to update their policy information and address changes.
CHID-716,CID-115,PID-285,Phone Call,2024-11-19,The customer wanted to know about discounts for upcoming policy renewal.
CHID-717,CID-115,PID-285,SMS,2025-04-10,Customer called to ask specific questions regarding coverage limits.
CHID-718,CID-116,PID-286,Phone Call,2024-10-03,Customer called to update their policy information and address changes.
CHID-719,CID-116,PID-287,Email,2022-02-09,Request for documents related to the policy was made.
CHID-720,CID-116,PID-287,SMS,2022-11-16,Request clarification on a recent claim status.
CHID-721,CID-116,PID-287,SMS,2022-11-05,Customer complained about a previous claim's handling.
CHID-722,CID-116,PID-287,SMS,2022-05-30,Request for documents related to the policy was made.
CHID-723,CID-117,PID-288,Email,2024-09-15,Customer called to update their policy information and address changes.
CHID-724,CID-117,PID-288,Email,2024-05-30,Customer wanted to know about discounts available for bundling policies.
CHID-725,CID-117,PID-288,SMS,2024-05-17,Request clarification on a recent claim status.
CHID-726,CID-117,PID-288,SMS,2024-09-26,Inquired about potential premium increases for the upcoming renewal.
CHID-727,CID-117,PID-289,SMS,2022-08-15,Request clarification on a recent claim status.
CHID-728,CID-117,PID-289,Email,2022-09-09,Request clarification on a recent claim status.
CHID-729,CID-117,PID-289,Phone Call,2022-07-28,Request clarification on a recent claim status.
CHID-730,CID-117,PID-289,SMS,2022-08-31,Customer wanted to know about discounts available for bundling policies.
CHID-731,CID-117,PID-290,SMS,2020-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-732,CID-118,PID-291,Email,2022-08-29,The customer wanted to know about discounts for upcoming policy renewal.
CHID-733,CID-118,PID-292,Email,2025-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-734,CID-118,PID-292,Email,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-735,CID-118,PID-293,Phone Call,2022-04-06,Request clarification on a recent claim status.
CHID-736,CID-118,PID-293,SMS,2022-05-27,Customer wanted to know about discounts available for bundling policies.
CHID-737,CID-118,PID-294,SMS,2023-10-31,Customer called to inquire about their most recent bill and payment due dates.
CHID-738,CID-118,PID-294,Phone Call,2024-06-11,Customer wanted to know about discounts available for bundling policies.
CHID-739,CID-119,PID-295,Phone Call,2023-09-24,Inquired about potential premium increases for the upcoming renewal.
CHID-740,CID-119,PID-296,SMS,2022-07-11,"Customer sought assistance for canceling their policy, asking about the process."
CHID-741,CID-119,PID-297,SMS,2022-06-11,Inquired about potential premium increases for the upcoming renewal.
CHID-742,CID-119,PID-298,SMS,2021-09-26,Customer wanted to know about discounts available for bundling policies.
CHID-743,CID-119,PID-298,Phone Call,2022-09-18,Request for documents related to the policy was made.
CHID-744,CID-119,PID-298,SMS,2022-04-20,Request for documents related to the policy was made.
CHID-745,CID-119,PID-298,Phone Call,2021-11-23,Customer called to update their policy information and address changes.
CHID-746,CID-120,PID-299,SMS,2024-10-05,Customer called to inquire about their most recent bill and payment due dates.
CHID-747,CID-120,PID-299,Phone Call,2024-04-03,Customer called to update their policy information and address changes.
CHID-748,CID-120,PID-299,SMS,2024-03-03,Customer called to inquire about their most recent bill and payment due dates.
CHID-749,CID-120,PID-299,Phone Call,2024-08-07,Customer called to ask specific questions regarding coverage limits.
CHID-750,CID-120,PID-300,Email,2023-10-07,Customer called to update their policy information and address changes.
CHID-751,CID-121,PID-301,SMS,2025-02-08,Request for documents related to the policy was made.
CHID-752,CID-121,PID-301,SMS,2025-01-11,Customer complained about a previous claim's handling.
CHID-753,CID-121,PID-301,Email,2025-11-12,Request for documents related to the policy was made.
CHID-754,CID-121,PID-301,Phone Call,2025-01-20,Customer complained about a previous claim's handling.
CHID-755,CID-121,PID-302,Email,2024-03-12,Customer complained about a previous claim's handling.
CHID-756,CID-121,PID-302,Phone Call,2023-11-25,Customer complained about a previous claim's handling.
CHID-757,CID-121,PID-302,Email,2023-09-26,Inquired about potential premium increases for the upcoming renewal.
CHID-758,CID-121,PID-303,Email,2021-01-01,"Customer sought assistance for canceling their policy, asking about the process."
CHID-759,CID-121,PID-303,SMS,2021-01-03,Customer called to inquire about their most recent bill and payment due dates.
CHID-760,CID-121,PID-304,Phone Call,2025-04-20,Request clarification on a recent claim status.
CHID-761,CID-121,PID-304,Email,2025-08-25,Customer called to inquire about their most recent bill and payment due dates.
CHID-762,CID-121,PID-304,Phone Call,2025-10-30,Inquired about potential premium increases for the upcoming renewal.
CHID-763,CID-122,PID-305,SMS,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-764,CID-122,PID-305,Phone Call,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-765,CID-122,PID-305,Email,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-766,CID-122,PID-306,SMS,2022-01-03,Inquired about potential premium increases for the upcoming renewal.
CHID-767,CID-123,PID-307,Email,2025-07-13,Customer called to inquire about their most recent bill and payment due dates.
CHID-768,CID-123,PID-307,Email,2025-03-02,Customer wanted to know about discounts available for bundling policies.
CHID-769,CID-123,PID-307,Email,2025-09-01,Customer called to ask specific questions regarding coverage limits.
CHID-770,CID-123,PID-308,Phone Call,2020-03-16,The customer wanted to know about discounts for upcoming policy renewal.
CHID-771,CID-123,PID-308,Email,2020-12-19,"Customer sought assistance for canceling their policy, asking about the process."
CHID-772,CID-123,PID-308,Email,2020-02-11,Inquired about potential premium increases for the upcoming renewal.
CHID-773,CID-123,PID-308,Phone Call,2020-04-12,Inquired about potential premium increases for the upcoming renewal.
CHID-774,CID-124,PID-309,Phone Call,2024-01-10,Customer complained about a previous claim's handling.
CHID-775,CID-124,PID-309,SMS,2024-02-11,"Customer sought assistance for canceling their policy, asking about the process."
CHID-776,CID-124,PID-309,Phone Call,2024-08-30,Request clarification on a recent claim status.
CHID-777,CID-124,PID-309,Email,2024-10-13,The customer wanted to know about discounts for upcoming policy renewal.
CHID-778,CID-124,PID-310,Phone Call,2023-03-28,The customer wanted to know about discounts for upcoming policy renewal.
CHID-779,CID-124,PID-310,Phone Call,2023-05-05,Inquired about potential premium increases for the upcoming renewal.
CHID-780,CID-124,PID-310,SMS,2023-03-08,Customer called to ask specific questions regarding coverage limits.
CHID-781,CID-124,PID-311,SMS,2022-12-13,"Customer sought assistance for canceling their policy, asking about the process."
CHID-782,CID-124,PID-311,Email,2021-12-31,Customer called to inquire about their most recent bill and payment due dates.
CHID-783,CID-124,PID-311,Phone Call,2022-04-17,The customer wanted to know about discounts for upcoming policy renewal.
CHID-784,CID-125,PID-312,Email,2025-03-22,The customer wanted to know about discounts for upcoming policy renewal.
CHID-785,CID-125,PID-312,SMS,2025-09-25,Customer called to inquire about their most recent bill and payment due dates.
CHID-786,CID-125,PID-313,Email,2022-01-19,Request for documents related to the policy was made.
CHID-787,CID-125,PID-314,Email,2025-01-07,Customer wanted to know about discounts available for bundling policies.
CHID-788,CID-125,PID-314,SMS,2025-08-05,Customer wanted to know about discounts available for bundling policies.
CHID-789,CID-125,PID-314,Email,2024-12-22,Request clarification on a recent claim status.
CHID-790,CID-125,PID-314,Email,2025-05-29,Inquired about potential premium increases for the upcoming renewal.
CHID-791,CID-126,PID-315,Phone Call,2021-10-05,Customer called to ask specific questions regarding coverage limits.
CHID-792,CID-126,PID-315,Phone Call,2021-04-08,Customer complained about a previous claim's handling.
CHID-793,CID-126,PID-315,SMS,2020-12-29,Customer called to inquire about their most recent bill and payment due dates.
CHID-794,CID-126,PID-315,SMS,2021-10-10,Customer complained about a previous claim's handling.
CHID-795,CID-127,PID-316,Email,2020-03-13,Customer called to inquire about their most recent bill and payment due dates.
CHID-796,CID-127,PID-316,Email,2021-03-10,Customer called to ask specific questions regarding coverage limits.
CHID-797,CID-127,PID-317,SMS,2020-10-22,The customer wanted to know about discounts for upcoming policy renewal.
CHID-798,CID-128,PID-318,Phone Call,2021-03-30,The customer wanted to know about discounts for upcoming policy renewal.
CHID-799,CID-128,PID-318,Email,2020-06-04,Customer called to inquire about their most recent bill and payment due dates.
CHID-800,CID-128,PID-318,Email,2021-04-17,Request for documents related to the policy was made.
CHID-801,CID-128,PID-319,SMS,2024-03-15,Request clarification on a recent claim status.
CHID-802,CID-128,PID-319,Email,2024-02-14,Request clarification on a recent claim status.
CHID-803,CID-128,PID-320,SMS,2021-12-10,Request for documents related to the policy was made.
CHID-804,CID-129,PID-321,SMS,2023-12-01,Customer called to inquire about their most recent bill and payment due dates.
CHID-805,CID-129,PID-321,Email,2023-12-22,Request for documents related to the policy was made.
CHID-806,CID-129,PID-321,Email,2023-03-21,Customer complained about a previous claim's handling.
CHID-807,CID-129,PID-321,SMS,2023-07-25,Customer complained about a previous claim's handling.
CHID-808,CID-129,PID-322,Phone Call,2025-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-809,CID-129,PID-322,Phone Call,2025-10-18,Customer called to inquire about their most recent bill and payment due dates.
CHID-810,CID-129,PID-322,SMS,2025-11-12,Request clarification on a recent claim status.
CHID-811,CID-129,PID-323,Phone Call,2020-08-22,Customer called to update their policy information and address changes.
CHID-812,CID-129,PID-323,Phone Call,2020-01-28,Customer complained about a previous claim's handling.
CHID-813,CID-129,PID-323,Email,2020-05-19,Request for documents related to the policy was made.
CHID-814,CID-129,PID-323,Phone Call,2020-12-24,Request for documents related to the policy was made.
CHID-815,CID-130,PID-324,Email,2021-07-18,Request clarification on a recent claim status.
CHID-816,CID-130,PID-324,Email,2022-01-27,Request for documents related to the policy was made.
CHID-817,CID-130,PID-325,SMS,2025-11-12,The customer wanted to know about discounts for upcoming policy renewal.
CHID-818,CID-130,PID-325,SMS,2025-11-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-819,CID-130,PID-325,SMS,2025-11-12,Request for documents related to the policy was made.
CHID-820,CID-130,PID-325,Phone Call,2025-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-821,CID-131,PID-326,SMS,2025-11-12,Customer called to update their policy information and address changes.
CHID-822,CID-131,PID-327,Phone Call,2021-02-16,The customer wanted to know about discounts for upcoming policy renewal.
CHID-823,CID-131,PID-327,Phone Call,2021-06-23,Customer wanted to know about discounts available for bundling policies.
CHID-824,CID-131,PID-327,SMS,2020-09-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-825,CID-131,PID-327,SMS,2020-09-17,Customer called to update their policy information and address changes.
CHID-826,CID-131,PID-328,SMS,2021-02-03,Customer complained about a previous claim's handling.
CHID-827,CID-131,PID-329,SMS,2022-09-13,Customer called to ask specific questions regarding coverage limits.
CHID-828,CID-131,PID-329,Phone Call,2021-12-31,Request clarification on a recent claim status.
CHID-829,CID-131,PID-329,SMS,2021-11-24,Request clarification on a recent claim status.
CHID-830,CID-132,PID-330,Phone Call,2023-02-25,Customer complained about a previous claim's handling.
CHID-831,CID-132,PID-330,Email,2023-03-23,Customer called to ask specific questions regarding coverage limits.
CHID-832,CID-132,PID-330,Phone Call,2022-08-05,Inquired about potential premium increases for the upcoming renewal.
CHID-833,CID-132,PID-331,Phone Call,2021-04-23,Customer complained about a previous claim's handling.
CHID-834,CID-132,PID-331,SMS,2021-02-15,Customer called to inquire about their most recent bill and payment due dates.
CHID-835,CID-132,PID-331,SMS,2021-03-07,Customer wanted to know about discounts available for bundling policies.
CHID-836,CID-132,PID-332,SMS,2021-10-16,Request for documents related to the policy was made.
CHID-837,CID-132,PID-333,Phone Call,2025-08-27,Customer called to update their policy information and address changes.
CHID-838,CID-133,PID-334,SMS,2024-04-17,Inquired about potential premium increases for the upcoming renewal.
CHID-839,CID-133,PID-334,Email,2024-06-08,Customer called to inquire about their most recent bill and payment due dates.
CHID-840,CID-133,PID-334,SMS,2025-01-31,Customer wanted to know about discounts available for bundling policies.
CHID-841,CID-133,PID-335,SMS,2025-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-842,CID-133,PID-335,Email,2025-09-21,Customer called to update their policy information and address changes.
CHID-843,CID-133,PID-335,Phone Call,2025-11-12,The customer wanted to know about discounts for upcoming policy renewal.
CHID-844,CID-133,PID-335,Phone Call,2025-08-26,Customer called to update their policy information and address changes.
